pid,side,MLE,MdLE,SDLE,MaxLE,MinLE,P90,P95,P99,RMSE,NME,SR@2mm,SR@3mm,SR@5mm,SR@10mm,MAE_x,MAE_y,MAE_z,Bias_x,Bias_y,Bias_z,Procrustes_RMSE,Procrustes_Mean,Procrustes_Median,Alignment_Gain,Centroid_Error,Scale_Ratio,Scale_Error_Pct,HRTF_Weighted_MLE,HRTF_Critical_MLE,HRTF_Critical_Max,Concha_MLE,Canal_Axis_MLE,HRTF_SR@2mm,HRTF_SR@3mm
P0056,left,3.840917117537959,3.732116387868507,1.0385757205189503,7.16879734399887,1.7104666496077818,5.055616154570633,5.520254957075795,6.6435614599982555,3.978854587823932,0.054879068253942176,0.023529411764705882,0.18823529411764706,0.8823529411764706,1.0,1.0951952225182562,3.1040193070615953,1.1847279459831088,-0.0019355979265623113,3.066949237410457,0.25516303587492567,1.9527126128795733,1.7019592536946402,1.562634217848779,0.5092274498278535,3.0775460266693897,1.041383888397708,4.138388839770801,3.7500405712256857,3.6879774788162734,5.202641903710974,3.4501476294445994,4.466082265548879,0.06451612903225806,0.22580645161290322
P0056,right,4.38211391742569,4.0782982427663015,1.8259316598048831,9.662146640706819,0.951638051269439,6.9377956004077195,7.919571337144106,9.635877652632159,4.747309639319278,0.06206782602262201,0.08235294117647059,0.17647058823529413,0.7647058823529411,1.0,1.1618668499616285,3.0579928999238906,1.8075378633072372,0.5889232059109393,-2.976745398922332,-1.6300963805637514,2.421779943017533,2.139090718155773,1.8266966726178187,0.4898626533840795,3.44456933772465,1.0473310472339883,4.733104723398829,4.058898117910919,3.6725271107663695,6.073404821542796,4.38767396011368,3.3345963745146707,0.12903225806451613,0.25806451612903225
P0068,left,5.603050715018751,5.886656020545688,1.9138889076189196,10.489019054814356,0.8021516833432988,7.753797637461488,8.282192209468127,9.81710971119442,5.920907706237186,0.07072216121723168,0.058823529411764705,0.08235294117647059,0.3411764705882353,0.9882352941176471,0.9409395334138698,4.844761821754883,1.9152900285578813,0.18308900157628746,-4.769197544709234,0.9966836025050209,2.7729458560032887,2.444986982709442,2.1379357737733935,0.5316687924327232,4.875668672752603,0.9476456889102739,5.235431108972611,5.483321587391933,5.562984678886296,8.141383554591696,6.65690185358991,3.846520398983288,0.0,0.0
P0068,right,7.242131525666524,7.388121240285406,1.851239272194559,11.26510179579535,2.347326005579825,9.537646389113837,10.101774412605659,10.817908946989697,7.474995376451306,0.09516904052609483,0.0,0.011764705882352941,0.11764705882352941,0.9411764705882353,1.1594786857205661,6.6874490435167235,1.645160665297467,-0.7952369945362333,6.6874490435167235,-0.7093007488388906,2.4282240086650666,2.164092264857372,2.085399703714863,0.6751537778495107,6.7718154241986666,0.9347974407088397,6.520255929116026,6.96087646854975,6.82041735417389,11.26510179579535,7.603661388522575,4.769054596816635,0.0,0.0
P0070,left,5.92842114365443,6.816115557806717,2.8070096006670417,10.918422750509123,0.9119853393689344,9.919243428455827,10.351484212361887,10.899975817926082,6.559381080160372,0.07268562645484414,0.16470588235294117,0.2,0.3411764705882353,0.8941176470588236,3.0990466054482746,1.3666186318551057,4.351349279110925,-0.038799307174018194,-1.0373149853712935,-4.077849606650783,2.3941204912779996,2.121658859211327,1.9456867998929182,0.6350081719626257,4.207895576125312,0.8957404224316527,10.425957756834725,5.0273597062369415,4.075982490821841,8.48601522460595,4.238043024707725,1.6380573414180193,0.3548387096774194,0.3870967741935484
P0070,right,8.651553549291107,8.966644453136748,2.673696195809141,12.658573709565248,1.9708986830865463,12.300341171646055,12.527614666012774,12.650184296385428,9.055276371471818,0.10504095891098177,0.011764705882352941,0.07058823529411765,0.12941176470588237,0.7176470588235294,2.9146304154712186,6.123732962957922,4.664710653012689,-0.04888438706212276,6.123732962957922,-4.397863138178068,2.8743495957944103,2.646171386614275,2.433387973306426,0.6825773750188169,7.539475795243421,0.8895685865323942,11.043141346760576,7.767055742181393,6.899137677916365,10.94905431491268,8.710855904924628,2.836491736868486,0.03225806451612903,0.1935483870967742
P0077,left,3.4606157183042066,3.344705745228474,1.465080223961067,8.896495301643876,0.734749987157184,5.415389401680683,6.1124864178908345,7.070779777834918,3.7579676970958578,0.04654498510499115,0.15294117647058825,0.3764705882352941,0.8470588235294118,1.0,1.4934676850693933,1.9731726290063876,1.589324082230788,1.0023071497108842,0.9267780164341788,-0.4705537139059282,2.3478155390035935,1.9130998619572461,1.6872250457073672,0.3752432888777889,1.4439383337864014,1.0849130165906713,8.49130165906713,3.205555006488931,3.079124569549844,6.723024439966554,2.29957633339732,1.375673839013016,0.25806451612903225,0.4838709677419355
P0077,right,3.474491203156703,2.6208626842491527,2.292059609102945,9.693818179619557,0.4105984928678773,8.06726358754275,8.512954016640565,9.567743553840899,4.162406319966187,0.047308253954332836,0.2235294117647059,0.6,0.8117647058823529,1.0,1.519192571122056,2.2972801996652286,1.5459793952985528,-0.5641402005917349,1.6208527108116542,-0.8099144261108112,2.3015072017100486,2.0375903616086046,1.9584419166751035,0.4470729129410287,1.8977299738612858,1.0836271598656182,8.36271598656182,3.2240397475748863,2.871633525322832,3.932359629909812,2.825189900478566,2.335200269671971,0.0967741935483871,0.5806451612903226
P0083,left,3.0406539107934765,2.8808984200887306,1.1272318070114935,6.899697176904766,0.783900228211315,4.452452692944599,4.993677817837078,5.927844162368575,3.2428733789591693,0.04010655163048384,0.11764705882352941,0.5529411764705883,0.9411764705882353,1.0,1.1887586870341935,1.4908855284391138,1.8218137233452218,0.3916933856314914,1.3667403998039218,0.7316891224440605,2.6255504997280736,2.4160020330856455,2.420883046361063,0.19036293039298224,1.5989909320276408,1.015446528758161,1.5446528758161104,2.854139320791719,2.6120266448240423,4.599017415417148,3.5668028623569046,2.2848855938775325,0.1935483870967742,0.7096774193548387
P0083,right,2.50848370260881,2.4654280941715876,1.0414398341933733,5.905022758649168,0.7429860226462848,3.531254986565567,4.803312368993635,5.857525121889186,2.7160794197701073,0.034193967060957856,0.24705882352941178,0.7764705882352941,0.9529411764705882,1.0,1.326075087366399,1.334396435418052,1.0474804497404788,-0.3032342148256477,-0.794126988584463,-0.26029907119635237,2.1028014064029823,1.9508789867425007,1.8514168187738524,0.22579531694859434,0.8890130873642346,1.030676118583563,3.0676118583562895,2.2996100793642764,2.0843312880419664,3.5787551260187014,2.652460200536921,1.1734692430277334,0.45161290322580644,0.7741935483870968
